1,224,224,3,48,1.8400e+02,16,7,7,3,64,8.9370e+03,16,112,112,64,48,1.0851e+07,16,2,2,3,3,3,3
2,56,56,64,48,1.9593e+06,16,1,1,64,64,3.8910e+03,16,56,56,64,48,3.7592e+06,16,1,1,0,0,0,0
3,56,56,64,48,3.7592e+06,16,3,3,64,192,1.0506e+05,16,56,56,192,48,1.4803e+07,16,1,1,1,1,1,1
4,28,28,192,48,1.4229e+06,16,1,1,192,96,1.7510e+04,16,28,28,96,48,1.8212e+06,16,1,1,0,0,0,0
5,28,28,192,48,1.4229e+06,16,1,1,192,16,2.9180e+03,16,28,28,16,48,2.7441e+05,16,1,1,0,0,0,0
6,28,28,192,48,1.4229e+06,16,1,1,192,64,1.1673e+04,16,28,28,64,48,8.8951e+05,16,1,1,0,0,0,0
7,28,28,96,48,1.8212e+06,16,3,3,96,128,1.0506e+05,16,28,28,128,48,2.5563e+06,16,1,1,1,1,1,1
8,28,28,16,48,2.7441e+05,16,5,5,16,32,4.3770e+03,16,28,28,32,48,7.1428e+05,16,1,1,2,2,2,2
9,28,28,192,48,4.8264e+05,16,1,1,192,32,5.8360e+03,16,28,28,32,48,6.7463e+05,16,1,1,0,0,0,0
10,28,28,256,48,4.8347e+06,16,1,1,256,128,3.1129e+04,16,28,28,128,48,2.9662e+06,16,1,1,0,0,0,0
11,28,28,256,48,4.8347e+06,16,1,1,256,32,7.7820e+03,16,28,28,32,48,4.5748e+05,16,1,1,0,0,0,0
12,28,28,256,48,4.8347e+06,16,1,1,256,128,3.1129e+04,16,28,28,128,48,2.7922e+06,16,1,1,0,0,0,0
13,28,28,128,48,2.9662e+06,16,3,3,128,192,2.1012e+05,16,28,28,192,48,5.5408e+06,16,1,1,1,1,1,1
14,28,28,32,48,4.5748e+05,16,5,5,32,96,2.6265e+04,16,28,28,96,48,2.7638e+06,16,1,1,2,2,2,2
15,28,28,256,48,1.9975e+06,16,1,1,256,64,1.5564e+04,16,28,28,64,48,1.2500e+06,16,1,1,0,0,0,0
16,14,14,480,48,1.4277e+06,16,1,1,480,96,4.3776e+04,16,14,14,96,48,5.1020e+05,16,1,1,0,0,0,0
17,14,14,480,48,1.4277e+06,16,1,1,480,16,7.2960e+03,16,14,14,16,48,3.5604e+04,16,1,1,0,0,0,0
18,14,14,480,48,1.4277e+06,16,1,1,480,192,8.7552e+04,16,14,14,192,48,1.0869e+06,16,1,1,0,0,0,0
19,14,14,96,48,5.1020e+05,16,3,3,96,208,1.7073e+05,16,14,14,208,48,1.3628e+06,16,1,1,1,1,1,1
20,14,14,16,48,3.5604e+04,16,5,5,16,48,6.5660e+03,16,14,14,48,48,2.3456e+05,16,1,1,2,2,2,2
21,14,14,480,48,3.1191e+05,16,1,1,480,64,2.9184e+04,16,14,14,64,48,3.2939e+05,16,1,1,0,0,0,0
22,14,14,512,48,3.0136e+06,16,1,1,512,112,5.4476e+04,16,14,14,112,48,6.3353e+05,16,1,1,0,0,0,0
23,14,14,512,48,3.0136e+06,16,1,1,512,24,1.1673e+04,16,14,14,24,48,8.0651e+04,16,1,1,0,0,0,0
24,14,14,512,48,3.0136e+06,16,1,1,512,160,7.7824e+04,16,14,14,160,48,7.8599e+05,16,1,1,0,0,0,0
25,14,14,112,48,6.3353e+05,16,3,3,112,224,2.1450e+05,16,14,14,224,48,1.4986e+06,16,1,1,1,1,1,1
26,14,14,24,48,8.0651e+04,16,5,5,24,64,1.3132e+04,16,14,14,64,48,3.9670e+05,16,1,1,2,2,2,2
27,14,14,512,48,1.2863e+06,16,1,1,512,64,3.1129e+04,16,14,14,64,48,4.0029e+05,16,1,1,0,0,0,0
28,14,14,512,48,3.0815e+06,16,1,1,512,128,6.2259e+04,16,14,14,128,48,8.0534e+05,16,1,1,0,0,0,0
29,14,14,512,48,3.0815e+06,16,1,1,512,24,1.1673e+04,16,14,14,24,48,1.1716e+05,16,1,1,0,0,0,0
30,14,14,512,48,3.0815e+06,16,1,1,512,128,6.2259e+04,16,14,14,128,48,5.5650e+05,16,1,1,0,0,0,0
31,14,14,128,48,8.0534e+05,16,3,3,128,256,2.8017e+05,16,14,14,256,48,1.7166e+06,16,1,1,1,1,1,1
32,14,14,24,48,1.1716e+05,16,5,5,24,64,1.3132e+04,16,14,14,64,48,4.5497e+05,16,1,1,2,2,2,2
33,14,14,512,48,1.4342e+06,16,1,1,512,64,3.1129e+04,16,14,14,64,48,3.8606e+05,16,1,1,0,0,0,0
34,14,14,512,48,3.1141e+06,16,1,1,512,144,7.0041e+04,16,14,14,144,48,9.0900e+05,16,1,1,0,0,0,0
35,14,14,512,48,3.1141e+06,16,1,1,512,32,1.5564e+04,16,14,14,32,48,1.5158e+05,16,1,1,0,0,0,0
36,14,14,512,48,3.1141e+06,16,1,1,512,112,5.4476e+04,16,14,14,112,48,5.7423e+05,16,1,1,0,0,0,0
37,14,14,144,48,9.0900e+05,16,3,3,144,288,3.5458e+05,16,14,14,288,48,2.0779e+06,16,1,1,1,1,1,1
38,14,14,32,48,1.5158e+05,16,5,5,32,64,1.7510e+04,16,14,14,64,48,4.1309e+05,16,1,1,2,2,2,2
39,14,14,512,48,1.5150e+06,16,1,1,512,64,3.1129e+04,16,14,14,64,48,3.9499e+05,16,1,1,0,0,0,0
40,14,14,528,48,3.4602e+06,16,1,1,528,160,8.0256e+04,16,14,14,160,48,1.1081e+06,16,1,1,0,0,0,0
41,14,14,528,48,4.1309e+05,16,1,1,528,32,1.6051e+04,16,14,14,32,48,1.1439e+05,16,1,1,0,0,0,0
42,14,14,528,48,3.4602e+06,16,1,1,528,256,1.2841e+05,16,14,14,256,48,2.1504e+06,16,1,1,0,0,0,0
43,14,14,160,48,1.1081e+06,16,3,3,160,320,4.3776e+05,16,14,14,320,48,2.7629e+06,16,1,1,1,1,1,1
44,14,14,32,48,1.1439e+05,16,5,5,32,128,3.5020e+04,16,14,14,128,48,1.0406e+06,16,1,1,2,2,2,2
45,14,14,528,48,1.8038e+06,16,1,1,528,128,6.4204e+04,16,14,14,128,48,9.6782e+05,16,1,1,0,0,0,0
46,7,7,832,48,1.5129e+06,16,1,1,832,160,1.2646e+05,16,7,7,160,48,2.4620e+05,16,1,1,0,0,0,0
47,7,7,832,48,1.5129e+06,16,1,1,832,32,2.5292e+04,16,7,7,32,48,1.9107e+04,16,1,1,0,0,0,0
48,7,7,832,48,1.5129e+06,16,1,1,832,256,2.0234e+05,16,7,7,256,48,5.1777e+05,16,1,1,0,0,0,0
49,7,7,160,48,2.4620e+05,16,3,3,160,320,4.3776e+05,16,7,7,320,48,6.1902e+05,16,1,1,1,1,1,1
50,7,7,32,48,1.9107e+04,16,5,5,32,128,3.5020e+04,16,7,7,128,48,2.5149e+05,16,1,1,2,2,2,2
51,7,7,832,48,8.0860e+05,16,1,1,832,128,1.0117e+05,16,7,7,128,48,2.1833e+05,16,1,1,0,0,0,0
52,7,7,832,48,1.6066e+06,16,1,1,832,192,1.5176e+05,16,7,7,192,48,4.0364e+05,16,1,1,0,0,0,0
53,7,7,832,48,1.6066e+06,16,1,1,832,48,3.7939e+04,16,7,7,48,48,9.7288e+04,16,1,1,0,0,0,0
54,7,7,832,48,1.6066e+06,16,1,1,832,384,3.0351e+05,16,7,7,384,48,5.2197e+05,16,1,1,0,0,0,0
55,7,7,192,48,4.0364e+05,16,3,3,192,384,6.3037e+05,16,7,7,384,48,5.0376e+05,16,1,1,1,1,1,1
56,7,7,48,48,9.7288e+04,16,5,5,48,128,5.2531e+04,16,7,7,128,48,1.9069e+05,16,1,1,2,2,2,2
57,7,7,832,48,1.1074e+06,16,1,1,832,128,1.0117e+05,16,7,7,128,48,1.5314e+05,16,1,1,0,0,0,0
58,1,1,1024,48,1.8618e+03,16,1,1,1024,1000,9.7377e+05,16,1,1,1000,48,0.0000e+00,16,1,1,0,0,0,0
